machine;size;tilew;tileh;threads;kernel;variant;iterations;schedule;places;label;arg;time
cenva;2048;64;64;1;max;omp;126;static;cores;;125;878606
cenva;2048;32;32;1;max;omp;126;static;cores;;125;879186
cenva;2048;128;128;1;max;omp;247;static;cores;;250;1654170
cenva;2048;64;64;1;max;omp;247;static;cores;;250;1657926
cenva;2048;32;32;1;max;omp;247;static;cores;;250;1662557
cenva;2048;128;128;1;max;omp;51;dynamic;cores;;50;387982
cenva;2048;64;64;1;max;omp;51;dynamic;cores;;50;381280
cenva;2048;32;32;1;max;omp;51;dynamic;cores;;50;380811
cenva;2048;128;128;1;max;omp;126;dynamic;cores;;125;879186
cenva;2048;64;64;1;max;omp;126;dynamic;cores;;125;877851
cenva;2048;32;32;1;max;omp;126;dynamic;cores;;125;878470
cenva;2048;128;128;1;max;omp;247;dynamic;cores;;250;1654995
cenva;2048;64;64;1;max;omp;247;dynamic;cores;;250;1655963
cenva;2048;32;32;1;max;omp;247;dynamic;cores;;250;1659483
cenva;2048;128;128;1;max;omp;51;static,2;cores;;50;381204
cenva;2048;64;64;1;max;omp;51;static,2;cores;;50;388527
cenva;2048;32;32;1;max;omp;51;static,2;cores;;50;381492
cenva;2048;128;128;1;max;omp;126;static,2;cores;;125;880145
cenva;2048;64;64;1;max;omp;126;static,2;cores;;125;879802
cenva;2048;32;32;1;max;omp;126;static,2;cores;;125;879250
cenva;2048;128;128;1;max;omp;247;static,2;cores;;250;1656168
cenva;2048;64;64;1;max;omp;247;static,2;cores;;250;1655342
cenva;2048;32;32;1;max;omp;247;static,2;cores;;250;1654736
cenva;2048;128;128;2;max;omp;52;static;cores;;50;200370
cenva;2048;64;64;2;max;omp;52;static;cores;;50;198887
cenva;2048;32;32;2;max;omp;52;static;cores;;50;197400
cenva;2048;128;128;2;max;omp;126;static;cores;;125;452797
cenva;2048;64;64;2;max;omp;126;static;cores;;125;445819
cenva;2048;32;32;2;max;omp;126;static;cores;;125;445236
cenva;2048;128;128;2;max;omp;255;static;cores;;250;871196
cenva;2048;64;64;2;max;omp;255;static;cores;;250;878511
cenva;2048;32;32;2;max;omp;255;static;cores;;250;870992
cenva;2048;128;128;2;max;omp;52;dynamic;cores;;50;197644
cenva;2048;64;64;2;max;omp;52;dynamic;cores;;50;198022
cenva;2048;32;32;2;max;omp;52;dynamic;cores;;50;198405
cenva;2048;128;128;2;max;omp;126;dynamic;cores;;125;449828
cenva;2048;64;64;2;max;omp;126;dynamic;cores;;125;445103
cenva;2048;32;32;2;max;omp;126;dynamic;cores;;125;453580
cenva;2048;128;128;2;max;omp;255;dynamic;cores;;250;867744
cenva;2048;64;64;2;max;omp;255;dynamic;cores;;250;871182
cenva;2048;32;32;2;max;omp;255;dynamic;cores;;250;877676
cenva;2048;128;128;2;max;omp;52;static,2;cores;;50;197845
cenva;2048;64;64;2;max;omp;52;static,2;cores;;50;197426
cenva;2048;32;32;2;max;omp;52;static,2;cores;;50;197129
cenva;2048;128;128;2;max;omp;126;static,2;cores;;125;447299
cenva;2048;64;64;2;max;omp;126;static,2;cores;;125;448715
cenva;2048;32;32;2;max;omp;126;static,2;cores;;125;448711
cenva;2048;128;128;2;max;omp;255;static,2;cores;;250;880958
cenva;2048;64;64;2;max;omp;255;static,2;cores;;250;870279
cenva;2048;32;32;2;max;omp;255;static,2;cores;;250;867855
cenva;2048;128;128;4;max;omp;151;static;cores;;50;292242
cenva;2048;64;64;4;max;omp;151;static;cores;;50;290838
cenva;2048;32;32;4;max;omp;151;static;cores;;50;290203
cenva;2048;128;128;4;max;omp;146;static;cores;;125;269161
cenva;2048;64;64;4;max;omp;146;static;cores;;125;269689
cenva;2048;32;32;4;max;omp;146;static;cores;;125;270116
cenva;2048;128;128;4;max;omp;724;static;cores;;250;1273942
cenva;2048;64;64;4;max;omp;724;static;cores;;250;1271272
cenva;2048;32;32;4;max;omp;724;static;cores;;250;1268163
cenva;2048;128;128;4;max;omp;151;dynamic;cores;;50;305080
cenva;2048;64;64;4;max;omp;151;dynamic;cores;;50;295540
cenva;2048;32;32;4;max;omp;151;dynamic;cores;;50;291754
cenva;2048;128;128;4;max;omp;146;dynamic;cores;;125;284837
cenva;2048;64;64;4;max;omp;146;dynamic;cores;;125;269150
cenva;2048;32;32;4;max;omp;146;dynamic;cores;;125;268564
cenva;2048;128;128;4;max;omp;724;dynamic;cores;;250;1267128
cenva;2048;64;64;4;max;omp;724;dynamic;cores;;250;1265221
cenva;2048;32;32;4;max;omp;724;dynamic;cores;;250;1256357
cenva;2048;128;128;4;max;omp;151;static,2;cores;;50;289210
cenva;2048;64;64;4;max;omp;151;static,2;cores;;50;292868
cenva;2048;32;32;4;max;omp;151;static,2;cores;;50;319495
cenva;2048;128;128;4;max;omp;146;static,2;cores;;125;293006
cenva;2048;64;64;4;max;omp;146;static,2;cores;;125;277986
cenva;2048;32;32;4;max;omp;146;static,2;cores;;125;318432
cenva;2048;128;128;4;max;omp;724;static,2;cores;;250;1402286
cenva;2048;64;64;4;max;omp;724;static,2;cores;;250;1569519
cenva;2048;32;32;4;max;omp;724;static,2;cores;;250;1278732
cenva;2048;128;128;6;max;omp;123;static;cores;;50;253251
cenva;2048;64;64;6;max;omp;123;static;cores;;50;256146
cenva;2048;32;32;6;max;omp;123;static;cores;;50;254228
cenva;2048;128;128;6;max;omp;317;static;cores;;125;641663
cenva;2048;64;64;6;max;omp;317;static;cores;;125;635266
cenva;2048;32;32;6;max;omp;317;static;cores;;125;646670
cenva;2048;128;128;6;max;omp;898;static;cores;;250;1814262
cenva;2048;64;64;6;max;omp;898;static;cores;;250;1807330
cenva;2048;32;32;6;max;omp;898;static;cores;;250;1822238
cenva;2048;128;128;6;max;omp;123;dynamic;cores;;50;261677
cenva;2048;64;64;6;max;omp;123;dynamic;cores;;50;262955
cenva;2048;32;32;6;max;omp;123;dynamic;cores;;50;264202
cenva;2048;128;128;6;max;omp;317;dynamic;cores;;125;662144
cenva;2048;64;64;6;max;omp;317;dynamic;cores;;125;656418
cenva;2048;32;32;6;max;omp;317;dynamic;cores;;125;652609
cenva;2048;128;128;6;max;omp;898;dynamic;cores;;250;1811049
cenva;2048;64;64;6;max;omp;898;dynamic;cores;;250;1808923
cenva;2048;32;32;6;max;omp;898;dynamic;cores;;250;1810134
cenva;2048;128;128;6;max;omp;123;static,2;cores;;50;260852
cenva;2048;64;64;6;max;omp;123;static,2;cores;;50;264997
cenva;2048;32;32;6;max;omp;123;static,2;cores;;50;262273
cenva;2048;128;128;6;max;omp;317;static,2;cores;;125;665234
cenva;2048;64;64;6;max;omp;317;static,2;cores;;125;655851
cenva;2048;32;32;6;max;omp;317;static,2;cores;;125;653747
cenva;2048;128;128;6;max;omp;898;static,2;cores;;250;1806836
cenva;2048;64;64;6;max;omp;898;static,2;cores;;250;1816856
cenva;2048;32;32;6;max;omp;898;static,2;cores;;250;1814973
cenva;2048;128;128;8;max;omp;151;static;cores;;50;279218
cenva;2048;64;64;8;max;omp;151;static;cores;;50;279587
cenva;2048;32;32;8;max;omp;151;static;cores;;50;283521
cenva;2048;128;128;8;max;omp;369;static;cores;;125;655744
cenva;2048;64;64;8;max;omp;369;static;cores;;125;657109
cenva;2048;32;32;8;max;omp;369;static;cores;;125;663243
cenva;2048;128;128;8;max;omp;1189;static;cores;;250;2079461
cenva;2048;64;64;8;max;omp;1189;static;cores;;250;2079078
cenva;2048;32;32;8;max;omp;1189;static;cores;;250;2075034
cenva;2048;128;128;8;max;omp;151;dynamic;cores;;50;278571
cenva;2048;64;64;8;max;omp;151;dynamic;cores;;50;280133
cenva;2048;32;32;8;max;omp;151;dynamic;cores;;50;283944
cenva;2048;128;128;8;max;omp;369;dynamic;cores;;125;648007
cenva;2048;64;64;8;max;omp;369;dynamic;cores;;125;652325
cenva;2048;32;32;8;max;omp;369;dynamic;cores;;125;654270
cenva;2048;128;128;8;max;omp;1189;dynamic;cores;;250;2078688
cenva;2048;64;64;8;max;omp;1189;dynamic;cores;;250;2077853
cenva;2048;32;32;8;max;omp;1189;dynamic;cores;;250;2068363
cenva;2048;128;128;8;max;omp;151;static,2;cores;;50;280822
cenva;2048;64;64;8;max;omp;151;static,2;cores;;50;282038
cenva;2048;32;32;8;max;omp;151;static,2;cores;;50;291069
cenva;2048;128;128;8;max;omp;369;static,2;cores;;125;653845
cenva;2048;64;64;8;max;omp;369;static,2;cores;;125;655836
cenva;2048;32;32;8;max;omp;369;static,2;cores;;125;651247
cenva;2048;128;128;8;max;omp;1189;static,2;cores;;250;2089197
cenva;2048;64;64;8;max;omp;1189;static,2;cores;;250;2072821
cenva;2048;32;32;8;max;omp;1189;static,2;cores;;250;2064498
cenva;2048;128;128;1;max;omp;51;static;cores;;50;381131
cenva;2048;64;64;1;max;omp;51;static;cores;;50;381689
cenva;2048;32;32;1;max;omp;51;static;cores;;50;381769
cenva;2048;128;128;1;max;omp;126;static;cores;;125;885165
cenva;2048;64;64;1;max;omp;126;static;cores;;125;878099
cenva;2048;32;32;1;max;omp;126;static;cores;;125;883716
cenva;2048;128;128;1;max;omp;247;static;cores;;250;1654360
cenva;2048;64;64;1;max;omp;247;static;cores;;250;1657948
cenva;2048;32;32;1;max;omp;247;static;cores;;250;1655739
cenva;2048;128;128;1;max;omp;51;dynamic;cores;;50;380923
cenva;2048;64;64;1;max;omp;51;dynamic;cores;;50;381871
cenva;2048;32;32;1;max;omp;51;dynamic;cores;;50;381342
cenva;2048;128;128;1;max;omp;126;dynamic;cores;;125;880559
cenva;2048;64;64;1;max;omp;126;dynamic;cores;;125;880296
cenva;2048;32;32;1;max;omp;126;dynamic;cores;;125;878911
cenva;2048;128;128;1;max;omp;247;dynamic;cores;;250;1658475
cenva;2048;64;64;1;max;omp;247;dynamic;cores;;250;1667020
cenva;2048;32;32;1;max;omp;247;dynamic;cores;;250;1654992
cenva;2048;128;128;1;max;omp;51;static,2;cores;;50;380893
cenva;2048;64;64;1;max;omp;51;static,2;cores;;50;381074
cenva;2048;32;32;1;max;omp;51;static,2;cores;;50;380742
cenva;2048;128;128;1;max;omp;126;static,2;cores;;125;880471
cenva;2048;64;64;1;max;omp;126;static,2;cores;;125;879183
cenva;2048;32;32;1;max;omp;126;static,2;cores;;125;878992
cenva;2048;128;128;1;max;omp;247;static,2;cores;;250;1651607
cenva;2048;64;64;1;max;omp;247;static,2;cores;;250;1673491
cenva;2048;32;32;1;max;omp;247;static,2;cores;;250;1661570
cenva;2048;128;128;2;max;omp;52;static;cores;;50;198272
cenva;2048;64;64;2;max;omp;52;static;cores;;50;201372
cenva;2048;32;32;2;max;omp;52;static;cores;;50;200475
cenva;2048;128;128;2;max;omp;126;static;cores;;125;455066
cenva;2048;64;64;2;max;omp;126;static;cores;;125;450943
cenva;2048;32;32;2;max;omp;126;static;cores;;125;451553
cenva;2048;128;128;2;max;omp;255;static;cores;;250;871981
cenva;2048;64;64;2;max;omp;255;static;cores;;250;872349
cenva;2048;32;32;2;max;omp;255;static;cores;;250;872273
cenva;2048;128;128;2;max;omp;52;dynamic;cores;;50;199265
cenva;2048;64;64;2;max;omp;52;dynamic;cores;;50;201421
cenva;2048;32;32;2;max;omp;52;dynamic;cores;;50;197948
cenva;2048;128;128;2;max;omp;126;dynamic;cores;;125;458156
cenva;2048;64;64;2;max;omp;126;dynamic;cores;;125;446692
cenva;2048;32;32;2;max;omp;126;dynamic;cores;;125;453094
cenva;2048;128;128;2;max;omp;255;dynamic;cores;;250;870406
cenva;2048;64;64;2;max;omp;255;dynamic;cores;;250;884080
cenva;2048;32;32;2;max;omp;255;dynamic;cores;;250;884935
cenva;2048;128;128;2;max;omp;52;static,2;cores;;50;199348
cenva;2048;64;64;2;max;omp;52;static,2;cores;;50;198681
cenva;2048;32;32;2;max;omp;52;static,2;cores;;50;199164
cenva;2048;128;128;2;max;omp;126;static,2;cores;;125;451303
cenva;2048;64;64;2;max;omp;126;static,2;cores;;125;451287
cenva;2048;32;32;2;max;omp;126;static,2;cores;;125;449268
cenva;2048;128;128;2;max;omp;255;static,2;cores;;250;873612
cenva;2048;64;64;2;max;omp;255;static,2;cores;;250;873666
cenva;2048;32;32;2;max;omp;255;static,2;cores;;250;868271
cenva;2048;128;128;4;max;omp;151;static;cores;;50;301584
cenva;2048;64;64;4;max;omp;151;static;cores;;50;292932
cenva;2048;32;32;4;max;omp;151;static;cores;;50;295530
cenva;2048;128;128;4;max;omp;146;static;cores;;125;277441
cenva;2048;64;64;4;max;omp;146;static;cores;;125;276618
cenva;2048;32;32;4;max;omp;146;static;cores;;125;274273
cenva;2048;128;128;4;max;omp;724;static;cores;;250;1273615
cenva;2048;64;64;4;max;omp;724;static;cores;;250;1275616
cenva;2048;32;32;4;max;omp;724;static;cores;;250;1266875
cenva;2048;128;128;4;max;omp;151;dynamic;cores;;50;295754
cenva;2048;64;64;4;max;omp;151;dynamic;cores;;50;297817
cenva;2048;32;32;4;max;omp;151;dynamic;cores;;50;299957
cenva;2048;128;128;4;max;omp;146;dynamic;cores;;125;276853
cenva;2048;64;64;4;max;omp;146;dynamic;cores;;125;278411
cenva;2048;32;32;4;max;omp;146;dynamic;cores;;125;276855
cenva;2048;128;128;4;max;omp;724;dynamic;cores;;250;1265350
cenva;2048;64;64;4;max;omp;724;dynamic;cores;;250;1275013
cenva;2048;32;32;4;max;omp;724;dynamic;cores;;250;1271550
cenva;2048;128;128;4;max;omp;151;static,2;cores;;50;328870
cenva;2048;64;64;4;max;omp;151;static,2;cores;;50;300665
cenva;2048;32;32;4;max;omp;151;static,2;cores;;50;297527
cenva;2048;128;128;4;max;omp;146;static,2;cores;;125;276466
cenva;2048;64;64;4;max;omp;146;static,2;cores;;125;292969
cenva;2048;32;32;4;max;omp;146;static,2;cores;;125;275906
cenva;2048;128;128;4;max;omp;724;static,2;cores;;250;1287333
cenva;2048;64;64;4;max;omp;724;static,2;cores;;250;1283459
cenva;2048;32;32;4;max;omp;724;static,2;cores;;250;1308258
cenva;2048;128;128;6;max;omp;123;static;cores;;50;273766
cenva;2048;64;64;6;max;omp;123;static;cores;;50;263754
cenva;2048;32;32;6;max;omp;123;static;cores;;50;263478
cenva;2048;128;128;6;max;omp;317;static;cores;;125;657170
cenva;2048;64;64;6;max;omp;317;static;cores;;125;656242
cenva;2048;32;32;6;max;omp;317;static;cores;;125;663561
cenva;2048;128;128;6;max;omp;898;static;cores;;250;1821602
cenva;2048;64;64;6;max;omp;898;static;cores;;250;1807446
cenva;2048;32;32;6;max;omp;898;static;cores;;250;1795615
cenva;2048;128;128;6;max;omp;123;dynamic;cores;;50;275450
cenva;2048;64;64;6;max;omp;123;dynamic;cores;;50;264434
cenva;2048;32;32;6;max;omp;123;dynamic;cores;;50;266480
cenva;2048;128;128;6;max;omp;317;dynamic;cores;;125;655605
cenva;2048;64;64;6;max;omp;317;dynamic;cores;;125;657251
cenva;2048;32;32;6;max;omp;317;dynamic;cores;;125;664979
cenva;2048;128;128;6;max;omp;898;dynamic;cores;;250;1811050
cenva;2048;64;64;6;max;omp;898;dynamic;cores;;250;1819127
cenva;2048;32;32;6;max;omp;898;dynamic;cores;;250;1795394
cenva;2048;128;128;6;max;omp;123;static,2;cores;;50;272630
cenva;2048;64;64;6;max;omp;123;static,2;cores;;50;265917
cenva;2048;32;32;6;max;omp;123;static,2;cores;;50;264781
cenva;2048;128;128;6;max;omp;317;static,2;cores;;125;654563
cenva;2048;64;64;6;max;omp;317;static,2;cores;;125;656513
cenva;2048;32;32;6;max;omp;317;static,2;cores;;125;670431
cenva;2048;128;128;6;max;omp;898;static,2;cores;;250;1813909
cenva;2048;64;64;6;max;omp;898;static,2;cores;;250;1804862
cenva;2048;32;32;6;max;omp;898;static,2;cores;;250;1799302
cenva;2048;128;128;8;max;omp;151;static;cores;;50;283101
cenva;2048;64;64;8;max;omp;151;static;cores;;50;282504
cenva;2048;32;32;8;max;omp;151;static;cores;;50;280156
cenva;2048;128;128;8;max;omp;369;static;cores;;125;651732
cenva;2048;64;64;8;max;omp;369;static;cores;;125;650913
cenva;2048;32;32;8;max;omp;369;static;cores;;125;658081
cenva;2048;128;128;8;max;omp;1189;static;cores;;250;2069621
cenva;2048;64;64;8;max;omp;1189;static;cores;;250;2081867
cenva;2048;32;32;8;max;omp;1189;static;cores;;250;2078270
cenva;2048;128;128;8;max;omp;151;dynamic;cores;;50;279848
cenva;2048;64;64;8;max;omp;151;dynamic;cores;;50;281377
cenva;2048;32;32;8;max;omp;151;dynamic;cores;;50;288739
cenva;2048;128;128;8;max;omp;369;dynamic;cores;;125;655142
cenva;2048;64;64;8;max;omp;369;dynamic;cores;;125;667278
cenva;2048;32;32;8;max;omp;369;dynamic;cores;;125;649759
cenva;2048;128;128;8;max;omp;1189;dynamic;cores;;250;2085748
cenva;2048;64;64;8;max;omp;1189;dynamic;cores;;250;2082930
cenva;2048;32;32;8;max;omp;1189;dynamic;cores;;250;2068839
cenva;2048;128;128;8;max;omp;151;static,2;cores;;50;278076
cenva;2048;64;64;8;max;omp;151;static,2;cores;;50;279565
cenva;2048;32;32;8;max;omp;151;static,2;cores;;50;286493
cenva;2048;128;128;8;max;omp;369;static,2;cores;;125;651326
cenva;2048;64;64;8;max;omp;369;static,2;cores;;125;650530
cenva;2048;32;32;8;max;omp;369;static,2;cores;;125;653541
cenva;2048;128;128;8;max;omp;1189;static,2;cores;;250;2081363
cenva;2048;64;64;8;max;omp;1189;static,2;cores;;250;2074616
cenva;2048;32;32;8;max;omp;1189;static,2;cores;;250;2067392
cenva;2048;128;128;1;max;omp;51;static;cores;;50;388789
cenva;2048;64;64;1;max;omp;51;static;cores;;50;380173
cenva;2048;32;32;1;max;omp;51;static;cores;;50;381600
cenva;2048;128;128;1;max;omp;126;static;cores;;125;879640
cenva;2048;64;64;1;max;omp;126;static;cores;;125;878334
cenva;2048;32;32;1;max;omp;126;static;cores;;125;877414
cenva;2048;128;128;1;max;omp;247;static;cores;;250;1652876
cenva;2048;64;64;1;max;omp;247;static;cores;;250;1656299
cenva;2048;32;32;1;max;omp;247;static;cores;;250;1654354
cenva;2048;128;128;1;max;omp;51;dynamic;cores;;50;380912
cenva;2048;64;64;1;max;omp;51;dynamic;cores;;50;380885
cenva;2048;32;32;1;max;omp;51;dynamic;cores;;50;384595
cenva;2048;128;128;1;max;omp;126;dynamic;cores;;125;880215
cenva;2048;64;64;1;max;omp;126;dynamic;cores;;125;879740
cenva;2048;32;32;1;max;omp;126;dynamic;cores;;125;878614
cenva;2048;128;128;1;max;omp;247;dynamic;cores;;250;1654824
cenva;2048;64;64;1;max;omp;247;dynamic;cores;;250;1659292
cenva;2048;32;32;1;max;omp;247;dynamic;cores;;250;1654525
cenva;2048;128;128;1;max;omp;51;static,2;cores;;50;381749
cenva;2048;64;64;1;max;omp;51;static,2;cores;;50;386080
cenva;2048;32;32;1;max;omp;51;static,2;cores;;50;381532
cenva;2048;128;128;1;max;omp;126;static,2;cores;;125;882750
cenva;2048;64;64;1;max;omp;126;static,2;cores;;125;896452
cenva;2048;32;32;1;max;omp;126;static,2;cores;;125;880200
cenva;2048;128;128;1;max;omp;247;static,2;cores;;250;1674928
cenva;2048;64;64;1;max;omp;247;static,2;cores;;250;1660213
cenva;2048;32;32;1;max;omp;247;static,2;cores;;250;1656681
cenva;2048;128;128;2;max;omp;52;static;cores;;50;205167
cenva;2048;64;64;2;max;omp;52;static;cores;;50;205311
cenva;2048;32;32;2;max;omp;52;static;cores;;50;198312
cenva;2048;128;128;2;max;omp;126;static;cores;;125;448891
cenva;2048;64;64;2;max;omp;126;static;cores;;125;448197
cenva;2048;32;32;2;max;omp;126;static;cores;;125;449400
cenva;2048;128;128;2;max;omp;255;static;cores;;250;883929
cenva;2048;64;64;2;max;omp;255;static;cores;;250;870851
cenva;2048;32;32;2;max;omp;255;static;cores;;250;884388
cenva;2048;128;128;2;max;omp;52;dynamic;cores;;50;201847
cenva;2048;64;64;2;max;omp;52;dynamic;cores;;50;201253
cenva;2048;32;32;2;max;omp;52;dynamic;cores;;50;197882
cenva;2048;128;128;2;max;omp;126;dynamic;cores;;125;453607
cenva;2048;64;64;2;max;omp;126;dynamic;cores;;125;453904
cenva;2048;32;32;2;max;omp;126;dynamic;cores;;125;447517
cenva;2048;128;128;2;max;omp;255;dynamic;cores;;250;868857
cenva;2048;64;64;2;max;omp;255;dynamic;cores;;250;881749
cenva;2048;32;32;2;max;omp;255;dynamic;cores;;250;869227
cenva;2048;128;128;2;max;omp;52;static,2;cores;;50;198221
cenva;2048;64;64;2;max;omp;52;static,2;cores;;50;198969
cenva;2048;32;32;2;max;omp;52;static,2;cores;;50;198577
cenva;2048;128;128;2;max;omp;126;static,2;cores;;125;446591
cenva;2048;64;64;2;max;omp;126;static,2;cores;;125;447220
cenva;2048;32;32;2;max;omp;126;static,2;cores;;125;452482
cenva;2048;128;128;2;max;omp;255;static,2;cores;;250;876030
cenva;2048;64;64;2;max;omp;255;static,2;cores;;250;889286
cenva;2048;32;32;2;max;omp;255;static,2;cores;;250;879298
cenva;2048;128;128;4;max;omp;151;static;cores;;50;297085
cenva;2048;64;64;4;max;omp;151;static;cores;;50;298301
cenva;2048;32;32;4;max;omp;151;static;cores;;50;298050
cenva;2048;128;128;4;max;omp;146;static;cores;;125;278419
cenva;2048;64;64;4;max;omp;146;static;cores;;125;273657
cenva;2048;32;32;4;max;omp;146;static;cores;;125;279239
cenva;2048;128;128;4;max;omp;724;static;cores;;250;1271372
cenva;2048;64;64;4;max;omp;724;static;cores;;250;1277931
cenva;2048;32;32;4;max;omp;724;static;cores;;250;1255002
cenva;2048;128;128;4;max;omp;151;dynamic;cores;;50;296655
cenva;2048;64;64;4;max;omp;151;dynamic;cores;;50;297571
cenva;2048;32;32;4;max;omp;151;dynamic;cores;;50;297472
cenva;2048;128;128;4;max;omp;146;dynamic;cores;;125;289737
cenva;2048;64;64;4;max;omp;146;dynamic;cores;;125;279811
cenva;2048;32;32;4;max;omp;146;dynamic;cores;;125;276703
cenva;2048;128;128;4;max;omp;724;dynamic;cores;;250;1262038
cenva;2048;64;64;4;max;omp;724;dynamic;cores;;250;1265084
cenva;2048;32;32;4;max;omp;724;dynamic;cores;;250;1260544
cenva;2048;128;128;4;max;omp;151;static,2;cores;;50;296378
cenva;2048;64;64;4;max;omp;151;static,2;cores;;50;294555
cenva;2048;32;32;4;max;omp;151;static,2;cores;;50;316122
cenva;2048;128;128;4;max;omp;146;static,2;cores;;125;271701
cenva;2048;64;64;4;max;omp;146;static,2;cores;;125;276457
cenva;2048;32;32;4;max;omp;146;static,2;cores;;125;274180
cenva;2048;128;128;4;max;omp;724;static,2;cores;;250;1267542
cenva;2048;64;64;4;max;omp;724;static,2;cores;;250;1269228
cenva;2048;32;32;4;max;omp;724;static,2;cores;;250;1321995
cenva;2048;128;128;6;max;omp;123;static;cores;;50;261316
cenva;2048;64;64;6;max;omp;123;static;cores;;50;275996
cenva;2048;32;32;6;max;omp;123;static;cores;;50;262690
cenva;2048;128;128;6;max;omp;317;static;cores;;125;667240
cenva;2048;64;64;6;max;omp;317;static;cores;;125;651339
cenva;2048;32;32;6;max;omp;317;static;cores;;125;654600
cenva;2048;128;128;6;max;omp;898;static;cores;;250;1812324
cenva;2048;64;64;6;max;omp;898;static;cores;;250;1809933
cenva;2048;32;32;6;max;omp;898;static;cores;;250;1803798
cenva;2048;128;128;6;max;omp;123;dynamic;cores;;50;263174
cenva;2048;64;64;6;max;omp;123;dynamic;cores;;50;264434
cenva;2048;32;32;6;max;omp;123;dynamic;cores;;50;265369
cenva;2048;128;128;6;max;omp;317;dynamic;cores;;125;664410
cenva;2048;64;64;6;max;omp;317;dynamic;cores;;125;657091
cenva;2048;32;32;6;max;omp;317;dynamic;cores;;125;655301
cenva;2048;128;128;6;max;omp;898;dynamic;cores;;250;1805282
cenva;2048;64;64;6;max;omp;898;dynamic;cores;;250;1812582
cenva;2048;32;32;6;max;omp;898;dynamic;cores;;250;1808631
cenva;2048;128;128;6;max;omp;123;static,2;cores;;50;261808
cenva;2048;64;64;6;max;omp;123;static,2;cores;;50;265874
cenva;2048;32;32;6;max;omp;123;static,2;cores;;50;266235
cenva;2048;128;128;6;max;omp;317;static,2;cores;;125;663040
cenva;2048;64;64;6;max;omp;317;static,2;cores;;125;653184
cenva;2048;32;32;6;max;omp;317;static,2;cores;;125;656782
cenva;2048;128;128;6;max;omp;898;static,2;cores;;250;1824692
cenva;2048;64;64;6;max;omp;898;static,2;cores;;250;1825914
cenva;2048;32;32;6;max;omp;898;static,2;cores;;250;1810472
cenva;2048;128;128;8;max;omp;151;static;cores;;50;278018
cenva;2048;64;64;8;max;omp;151;static;cores;;50;280653
cenva;2048;32;32;8;max;omp;151;static;cores;;50;280068
cenva;2048;128;128;8;max;omp;369;static;cores;;125;657113
cenva;2048;64;64;8;max;omp;369;static;cores;;125;650801
cenva;2048;32;32;8;max;omp;369;static;cores;;125;651694
cenva;2048;128;128;8;max;omp;1189;static;cores;;250;2077617
cenva;2048;64;64;8;max;omp;1189;static;cores;;250;2073109
cenva;2048;32;32;8;max;omp;1189;static;cores;;250;2077991
cenva;2048;128;128;8;max;omp;151;dynamic;cores;;50;278417
cenva;2048;64;64;8;max;omp;151;dynamic;cores;;50;284324
cenva;2048;32;32;8;max;omp;151;dynamic;cores;;50;283675
cenva;2048;128;128;8;max;omp;369;dynamic;cores;;125;650883
cenva;2048;64;64;8;max;omp;369;dynamic;cores;;125;649548
cenva;2048;32;32;8;max;omp;369;dynamic;cores;;125;656783
cenva;2048;128;128;8;max;omp;1189;dynamic;cores;;250;2075939
cenva;2048;64;64;8;max;omp;1189;dynamic;cores;;250;2089482
cenva;2048;32;32;8;max;omp;1189;dynamic;cores;;250;2078908
cenva;2048;128;128;8;max;omp;151;static,2;cores;;50;279075
cenva;2048;64;64;8;max;omp;151;static,2;cores;;50;280497
cenva;2048;32;32;8;max;omp;151;static,2;cores;;50;281161
cenva;2048;128;128;8;max;omp;369;static,2;cores;;125;657183
cenva;2048;64;64;8;max;omp;369;static,2;cores;;125;674485
cenva;2048;32;32;8;max;omp;369;static,2;cores;;125;653945
cenva;2048;128;128;8;max;omp;1189;static,2;cores;;250;2078220
cenva;2048;64;64;8;max;omp;1189;static,2;cores;;250;2079501
cenva;2048;32;32;8;max;omp;1189;static,2;cores;;250;2085523
cenva;2048;128;128;1;max;omp;51;static;cores;;50;381855
cenva;2048;64;64;1;max;omp;51;static;cores;;50;388822
cenva;2048;32;32;1;max;omp;51;static;cores;;50;390422
cenva;2048;128;128;1;max;omp;126;static;cores;;125;884202
cenva;2048;64;64;1;max;omp;126;static;cores;;125;879599
cenva;2048;32;32;1;max;omp;126;static;cores;;125;879144
cenva;2048;128;128;1;max;omp;247;static;cores;;250;1657403
cenva;2048;64;64;1;max;omp;247;static;cores;;250;1655410
cenva;2048;32;32;1;max;omp;247;static;cores;;250;1658165
cenva;2048;128;128;1;max;omp;51;dynamic;cores;;50;381868
cenva;2048;64;64;1;max;omp;51;dynamic;cores;;50;380962
cenva;2048;32;32;1;max;omp;51;dynamic;cores;;50;382129
cenva;2048;128;128;1;max;omp;126;dynamic;cores;;125;885729
cenva;2048;64;64;1;max;omp;126;dynamic;cores;;125;884738
cenva;2048;32;32;1;max;omp;126;dynamic;cores;;125;878787
cenva;2048;128;128;1;max;omp;247;dynamic;cores;;250;1654750
cenva;2048;64;64;1;max;omp;247;dynamic;cores;;250;1655405
cenva;2048;32;32;1;max;omp;247;dynamic;cores;;250;1674191
cenva;2048;128;128;1;max;omp;51;static,2;cores;;50;381619
cenva;2048;64;64;1;max;omp;51;static,2;cores;;50;389326
cenva;2048;32;32;1;max;omp;51;static,2;cores;;50;381893
