machine;size;tilew;tileh;threads;kernel;variant;iterations;schedule;label;arg;time
cenva;2048;128;128;4;max;task;247;;unlabelled;250;615900
cenva;2048;128;128;4;max;task;247;;unlabelled;250;599402
cenva;2048;128;128;4;max;task;247;;unlabelled;250;596148
cenva;2048;128;128;4;max;task;247;;unlabelled;250;582147
cenva;2048;128;128;4;max;task;247;;unlabelled;250;631141
cenva;2048;128;128;4;max;task;247;;unlabelled;250;786001
cenva;2048;128;128;4;max;task;247;;unlabelled;250;680548
cenva;2048;128;128;4;max;task;247;;unlabelled;250;626760
cenva;2048;64;64;4;max;task;247;;unlabelled;250;636589
cenva;2048;64;64;4;max;task;247;;unlabelled;250;623965
cenva;2048;64;64;4;max;task;247;;unlabelled;250;610638
cenva;2048;64;64;4;max;task;247;;unlabelled;250;615947
cenva;2048;64;64;4;max;task;247;;unlabelled;250;625231
cenva;2048;64;64;4;max;task;247;;unlabelled;250;607732
cenva;2048;64;64;4;max;task;247;;unlabelled;250;623306
cenva;2048;64;64;4;max;task;247;;unlabelled;250;606572
cenva;2048;64;64;4;max;task;247;;unlabelled;250;611682
cenva;2048;64;64;4;max;task;247;;unlabelled;250;600955
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1087260
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1108934
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1079014
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1083034
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1069561
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1047165
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1066583
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1082969
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1065113
cenva;2048;32;32;4;max;task;247;;unlabelled;250;1093581
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;410367
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;408472
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;418078
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;419478
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;417890
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;411603
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;410738
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;409706
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;412461
cenva;2048;128;128;4;max;ordered;51;;unlabelled;50;413492
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;424874
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;420679
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;421696
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;420055
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;419626
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;421347
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;420435
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;420938
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;420871
cenva;2048;64;64;4;max;ordered;51;;unlabelled;50;419978
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;405331
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;402938
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;405244
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;410945
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;404492
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;404611
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;404648
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;404309
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;404085
cenva;2048;32;32;4;max;ordered;51;;unlabelled;50;404478
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;921502
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;927498
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;921824
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;929863
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;928145
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;929136
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;921252
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;928770
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;940551
cenva;2048;128;128;4;max;ordered;126;;unlabelled;125;966865
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;939158
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;942327
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;927549
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;968954
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;944071
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;935932
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;984188
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;943208
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;929205
cenva;2048;64;64;4;max;ordered;126;;unlabelled;125;925591
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;889090
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;882015
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;874307
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;879882
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;888180
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;883818
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;874724
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;890474
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;884253
cenva;2048;32;32;4;max;ordered;126;;unlabelled;125;879270
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1788635
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1766957
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1816941
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1798840
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1774337
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1813050
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1816462
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1774981
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1797116
cenva;2048;128;128;4;max;ordered;247;;unlabelled;250;1810110
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1785739
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1792743
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1769630
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1776172
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1782243
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1794270
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1776746
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1770002
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1756904
cenva;2048;64;64;4;max;ordered;247;;unlabelled;250;1775110
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1675848
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1691143
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1679194
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1671885
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1681550
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1676917
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1685688
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1734760
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1680315
cenva;2048;32;32;4;max;ordered;247;;unlabelled;250;1683162
cenva;2048;128;128;6;max;task;51;;unlabelled;50;126230
cenva;2048;128;128;6;max;task;51;;unlabelled;50;126417
cenva;2048;128;128;6;max;task;51;;unlabelled;50;114977
cenva;2048;128;128;6;max;task;51;;unlabelled;50;114294
cenva;2048;128;128;6;max;task;51;;unlabelled;50;114589
cenva;2048;128;128;6;max;task;51;;unlabelled;50;117665
cenva;2048;128;128;6;max;task;51;;unlabelled;50;127322
cenva;2048;128;128;6;max;task;51;;unlabelled;50;115730
cenva;2048;128;128;6;max;task;51;;unlabelled;50;124080
cenva;2048;128;128;6;max;task;51;;unlabelled;50;114178
cenva;2048;64;64;6;max;task;51;;unlabelled;50;124842
cenva;2048;64;64;6;max;task;51;;unlabelled;50;140921
cenva;2048;64;64;6;max;task;51;;unlabelled;50;122013
cenva;2048;64;64;6;max;task;51;;unlabelled;50;151368
cenva;2048;64;64;6;max;task;51;;unlabelled;50;116797
cenva;2048;64;64;6;max;task;51;;unlabelled;50;117156
cenva;2048;64;64;6;max;task;51;;unlabelled;50;115053
cenva;2048;64;64;6;max;task;51;;unlabelled;50;115522
cenva;2048;64;64;6;max;task;51;;unlabelled;50;114656
cenva;2048;64;64;6;max;task;51;;unlabelled;50;114778
cenva;2048;32;32;6;max;task;51;;unlabelled;50;225891
cenva;2048;32;32;6;max;task;51;;unlabelled;50;227946
cenva;2048;32;32;6;max;task;51;;unlabelled;50;225905
cenva;2048;32;32;6;max;task;51;;unlabelled;50;239006
cenva;2048;32;32;6;max;task;51;;unlabelled;50;235253
cenva;2048;32;32;6;max;task;51;;unlabelled;50;233103
cenva;2048;32;32;6;max;task;51;;unlabelled;50;233438
cenva;2048;32;32;6;max;task;51;;unlabelled;50;230834
cenva;2048;32;32;6;max;task;51;;unlabelled;50;251631
cenva;2048;32;32;6;max;task;51;;unlabelled;50;235590
cenva;2048;128;128;6;max;task;126;;unlabelled;125;325607
cenva;2048;128;128;6;max;task;126;;unlabelled;125;267548
cenva;2048;128;128;6;max;task;126;;unlabelled;125;255628
cenva;2048;128;128;6;max;task;126;;unlabelled;125;256279
cenva;2048;128;128;6;max;task;126;;unlabelled;125;257632
cenva;2048;128;128;6;max;task;126;;unlabelled;125;267228
cenva;2048;128;128;6;max;task;126;;unlabelled;125;260409
cenva;2048;128;128;6;max;task;126;;unlabelled;125;304615
cenva;2048;128;128;6;max;task;126;;unlabelled;125;306321
cenva;2048;128;128;6;max;task;126;;unlabelled;125;316707
cenva;2048;64;64;6;max;task;126;;unlabelled;125;312252
cenva;2048;64;64;6;max;task;126;;unlabelled;125;340206
cenva;2048;64;64;6;max;task;126;;unlabelled;125;277804
cenva;2048;64;64;6;max;task;126;;unlabelled;125;319944
cenva;2048;64;64;6;max;task;126;;unlabelled;125;327098
cenva;2048;64;64;6;max;task;126;;unlabelled;125;288807
cenva;2048;64;64;6;max;task;126;;unlabelled;125;295405
cenva;2048;64;64;6;max;task;126;;unlabelled;125;294967
cenva;2048;64;64;6;max;task;126;;unlabelled;125;261507
cenva;2048;64;64;6;max;task;126;;unlabelled;125;280678
cenva;2048;32;32;6;max;task;126;;unlabelled;125;591124
cenva;2048;32;32;6;max;task;126;;unlabelled;125;558521
cenva;2048;32;32;6;max;task;126;;unlabelled;125;563160
cenva;2048;32;32;6;max;task;126;;unlabelled;125;607329
cenva;2048;32;32;6;max;task;126;;unlabelled;125;557175
cenva;2048;32;32;6;max;task;126;;unlabelled;125;562066
cenva;2048;32;32;6;max;task;126;;unlabelled;125;557165
cenva;2048;32;32;6;max;task;126;;unlabelled;125;557341
cenva;2048;32;32;6;max;task;126;;unlabelled;125;559437
cenva;2048;32;32;6;max;task;126;;unlabelled;125;561501
cenva;2048;128;128;6;max;task;247;;unlabelled;250;522157
cenva;2048;128;128;6;max;task;247;;unlabelled;250;559046
cenva;2048;128;128;6;max;task;247;;unlabelled;250;517632
cenva;2048;128;128;6;max;task;247;;unlabelled;250;509844
cenva;2048;128;128;6;max;task;247;;unlabelled;250;565876
cenva;2048;128;128;6;max;task;247;;unlabelled;250;580209
cenva;2048;128;128;6;max;task;247;;unlabelled;250;516003
cenva;2048;128;128;6;max;task;247;;unlabelled;250;509449
cenva;2048;128;128;6;max;task;247;;unlabelled;250;500226
cenva;2048;128;128;6;max;task;247;;unlabelled;250;489584
cenva;2048;64;64;6;max;task;247;;unlabelled;250;505973
cenva;2048;64;64;6;max;task;247;;unlabelled;250;523948
cenva;2048;64;64;6;max;task;247;;unlabelled;250;605716
cenva;2048;64;64;6;max;task;247;;unlabelled;250;585681
cenva;2048;64;64;6;max;task;247;;unlabelled;250;522520
cenva;2048;64;64;6;max;task;247;;unlabelled;250;549355
cenva;2048;64;64;6;max;task;247;;unlabelled;250;539427
cenva;2048;64;64;6;max;task;247;;unlabelled;250;538321
cenva;2048;64;64;6;max;task;247;;unlabelled;250;534210
cenva;2048;64;64;6;max;task;247;;unlabelled;250;549638
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1136195
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1140166
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1124357
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1141467
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1113660
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1113162
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1126222
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1134478
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1138385
cenva;2048;32;32;6;max;task;247;;unlabelled;250;1107751
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;416172
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;420678
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;407379
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;410826
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;407513
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;407901
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;412113
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;409840
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;407940
cenva;2048;128;128;6;max;ordered;51;;unlabelled;50;407572
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;424939
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;420039
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;421327
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;424451
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;428964
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;421803
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;418703
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;422651
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;425251
cenva;2048;64;64;6;max;ordered;51;;unlabelled;50;421486
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;405739
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;402037
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;403508
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;406073
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;406184
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;422691
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;416078
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;405493
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;424957
cenva;2048;32;32;6;max;ordered;51;;unlabelled;50;405060
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;928762
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;930668
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;927520
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;924742
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;932526
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;938416
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;942087
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;924852
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;923870
cenva;2048;128;128;6;max;ordered;126;;unlabelled;125;920956
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;931568
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;928411
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;926613
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;931339
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;919424
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;928593
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;928830
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;934819
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;929464
cenva;2048;64;64;6;max;ordered;126;;unlabelled;125;923920
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;880750
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;882625
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;880533
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;876745
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;877088
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;879613
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;882564
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;874485
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;889692
cenva;2048;32;32;6;max;ordered;126;;unlabelled;125;875212
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1766733
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1771147
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1771533
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1760320
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1753739
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1776685
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1781558
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1777092
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1763598
cenva;2048;128;128;6;max;ordered;247;;unlabelled;250;1771193
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1777765
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1765782
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1771428
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1772619
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1763206
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1799047
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1775930
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1764217
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1754426
cenva;2048;64;64;6;max;ordered;247;;unlabelled;250;1753376
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1666504
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1673730
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1664298
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1684410
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1664403
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1672196
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1666452
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1665486
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1676183
cenva;2048;32;32;6;max;ordered;247;;unlabelled;250;1671124
cenva;2048;128;128;8;max;task;51;;unlabelled;50;106411
cenva;2048;128;128;8;max;task;51;;unlabelled;50;104053
cenva;2048;128;128;8;max;task;51;;unlabelled;50;104446
cenva;2048;128;128;8;max;task;51;;unlabelled;50;105145
cenva;2048;128;128;8;max;task;51;;unlabelled;50;106755
cenva;2048;128;128;8;max;task;51;;unlabelled;50;104689
cenva;2048;128;128;8;max;task;51;;unlabelled;50;108570
cenva;2048;128;128;8;max;task;51;;unlabelled;50;104872
cenva;2048;128;128;8;max;task;51;;unlabelled;50;113218
cenva;2048;128;128;8;max;task;51;;unlabelled;50;108493
cenva;2048;64;64;8;max;task;51;;unlabelled;50;101713
cenva;2048;64;64;8;max;task;51;;unlabelled;50;107043
cenva;2048;64;64;8;max;task;51;;unlabelled;50;100904
cenva;2048;64;64;8;max;task;51;;unlabelled;50;106335
cenva;2048;64;64;8;max;task;51;;unlabelled;50;100490
cenva;2048;64;64;8;max;task;51;;unlabelled;50;105494
cenva;2048;64;64;8;max;task;51;;unlabelled;50;104397
cenva;2048;64;64;8;max;task;51;;unlabelled;50;104093
cenva;2048;64;64;8;max;task;51;;unlabelled;50;100757
cenva;2048;64;64;8;max;task;51;;unlabelled;50;106553
cenva;2048;32;32;8;max;task;51;;unlabelled;50;232540
cenva;2048;32;32;8;max;task;51;;unlabelled;50;235323
cenva;2048;32;32;8;max;task;51;;unlabelled;50;234589
cenva;2048;32;32;8;max;task;51;;unlabelled;50;232575
cenva;2048;32;32;8;max;task;51;;unlabelled;50;234291
cenva;2048;32;32;8;max;task;51;;unlabelled;50;237104
cenva;2048;32;32;8;max;task;51;;unlabelled;50;234345
cenva;2048;32;32;8;max;task;51;;unlabelled;50;233222
cenva;2048;32;32;8;max;task;51;;unlabelled;50;236029
cenva;2048;32;32;8;max;task;51;;unlabelled;50;241814
cenva;2048;128;128;8;max;task;126;;unlabelled;125;239390
cenva;2048;128;128;8;max;task;126;;unlabelled;125;250454
cenva;2048;128;128;8;max;task;126;;unlabelled;125;242084
cenva;2048;128;128;8;max;task;126;;unlabelled;125;245808
cenva;2048;128;128;8;max;task;126;;unlabelled;125;267316
cenva;2048;128;128;8;max;task;126;;unlabelled;125;244809
cenva;2048;128;128;8;max;task;126;;unlabelled;125;246848
cenva;2048;128;128;8;max;task;126;;unlabelled;125;237405
cenva;2048;128;128;8;max;task;126;;unlabelled;125;245489
cenva;2048;128;128;8;max;task;126;;unlabelled;125;251446
cenva;2048;64;64;8;max;task;126;;unlabelled;125;235836
cenva;2048;64;64;8;max;task;126;;unlabelled;125;225036
cenva;2048;64;64;8;max;task;126;;unlabelled;125;226021
cenva;2048;64;64;8;max;task;126;;unlabelled;125;235068
cenva;2048;64;64;8;max;task;126;;unlabelled;125;236276
cenva;2048;64;64;8;max;task;126;;unlabelled;125;237029
cenva;2048;64;64;8;max;task;126;;unlabelled;125;239390
cenva;2048;64;64;8;max;task;126;;unlabelled;125;236340
cenva;2048;64;64;8;max;task;126;;unlabelled;125;230560
cenva;2048;64;64;8;max;task;126;;unlabelled;125;239921
cenva;2048;32;32;8;max;task;126;;unlabelled;125;566692
cenva;2048;32;32;8;max;task;126;;unlabelled;125;573757
cenva;2048;32;32;8;max;task;126;;unlabelled;125;577238
cenva;2048;32;32;8;max;task;126;;unlabelled;125;574430
cenva;2048;32;32;8;max;task;126;;unlabelled;125;571436
cenva;2048;32;32;8;max;task;126;;unlabelled;125;568953
cenva;2048;32;32;8;max;task;126;;unlabelled;125;607552
cenva;2048;32;32;8;max;task;126;;unlabelled;125;594321
cenva;2048;32;32;8;max;task;126;;unlabelled;125;596561
cenva;2048;32;32;8;max;task;126;;unlabelled;125;573446
cenva;2048;128;128;8;max;task;247;;unlabelled;250;477303
cenva;2048;128;128;8;max;task;247;;unlabelled;250;460773
cenva;2048;128;128;8;max;task;247;;unlabelled;250;471855
cenva;2048;128;128;8;max;task;247;;unlabelled;250;460304
cenva;2048;128;128;8;max;task;247;;unlabelled;250;456686
cenva;2048;128;128;8;max;task;247;;unlabelled;250;469431
cenva;2048;128;128;8;max;task;247;;unlabelled;250;472914
cenva;2048;128;128;8;max;task;247;;unlabelled;250;484556
cenva;2048;128;128;8;max;task;247;;unlabelled;250;467320
cenva;2048;128;128;8;max;task;247;;unlabelled;250;490929
cenva;2048;64;64;8;max;task;247;;unlabelled;250;482416
cenva;2048;64;64;8;max;task;247;;unlabelled;250;524302
cenva;2048;64;64;8;max;task;247;;unlabelled;250;488803
cenva;2048;64;64;8;max;task;247;;unlabelled;250;511359
cenva;2048;64;64;8;max;task;247;;unlabelled;250;470243
cenva;2048;64;64;8;max;task;247;;unlabelled;250;494661
cenva;2048;64;64;8;max;task;247;;unlabelled;250;482695
cenva;2048;64;64;8;max;task;247;;unlabelled;250;462353
cenva;2048;64;64;8;max;task;247;;unlabelled;250;484249
cenva;2048;64;64;8;max;task;247;;unlabelled;250;486847
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1160094
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1149163
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1143167
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1168476
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1135086
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1153747
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1160589
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1169423
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1160629
cenva;2048;32;32;8;max;task;247;;unlabelled;250;1155456
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;411721
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;416062
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;409843
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;416202
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;414116
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;412272
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;411073
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;408392
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;410115
cenva;2048;128;128;8;max;ordered;51;;unlabelled;50;410866
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;421892
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;420308
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;419877
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;423851
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;420385
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;420200
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;422007
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;419628
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;420198
cenva;2048;64;64;8;max;ordered;51;;unlabelled;50;423300
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;404098
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;412818
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;407472
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;402835
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;404622
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;403848
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;403707
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;403134
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;404119
cenva;2048;32;32;8;max;ordered;51;;unlabelled;50;405446
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;930251
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;922421
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;929383
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;935523
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;956975
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;940611
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;947741
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;937509
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;932257
cenva;2048;128;128;8;max;ordered;126;;unlabelled;125;933190
cenva;2048;64;64;8;max;ordered;126;;unlabelled;125;930812
cenva;2048;64;64;8;max;ordered;126;;unlabelled;125;934450
cenva;2048;64;64;8;max;ordered;126;;unlabelled;125;943672
cenva;2048;64;64;8;max;ordered;126;;unlabelled;125;939018
